movie name,character,mentions,total centrality,count,average centrality,gender
Oh Darling! Yeh Hai India,quixote,4.0,64.0,53.0,1.2075471698113207,male
Oh Darling! Yeh Hai India,hero,12.0,229.16666666666669,121.0,1.893939393939394,male
Oh Darling! Yeh Hai India,prince,19.0,26.0,103.0,0.2524271844660194,male
Paandav,inspector,2.0,661.0,23.0,28.73913043478261,male
Paandav,vijay,8.0,296.0,108.0,2.740740740740741,male
Mere Saath Chal,amit,7.0,237.0,75.0,3.16,male
Paappi Devataa,the,11.0,0.0,84.0,0.0,male
Paappi Devataa,khan,1.0,47.0,25.0,1.88,male
Paappi Devataa,rahim,3.0,0.0,64.0,0.0,male
Paappi Devataa,ram,5.0,56.0,63.0,0.8888888888888888,male
Raasaiyya,shyamsunder,5.0,355.0,90.0,3.9444444444444446,male
Raasaiyya,raasaiyya,9.0,69.0,102.0,0.6764705882352942,male
Raja,birju,0.0,113.0,75.0,1.5066666666666666,male
Raja,raja,0.0,727.0666666666666,200.0,3.635333333333333,male
Raja,rana,0.0,171.0,119.0,1.4369747899159664,male
Raja,brijnath,0.0,79.0,24.0,3.2916666666666665,male
Raja,vishwa,0.0,10.0,61.0,0.1639344262295081,male
Raja,brother,0.0,100.83333333333334,29.0,3.477011494252874,male
Ram Jaane,murli,11.0,608.0,189.0,3.2169312169312168,male
Ram Jaane,chewte,9.0,116.2,81.0,1.4345679012345678,male
Ram Jaane,jaane,25.0,2255.6000000000004,316.0,7.1379746835443045,male
Ram Jaane,bhau,1.0,549.3000000000001,45.0,12.206666666666669,male
Ram Jaane,baweja,4.0,410.6666666666666,65.0,6.317948717948718,male
Ram Jaane,boy,2.0,205.5,27.0,7.611111111111111,male
Ram Jaane,ram,54.0,143.66666666666666,365.0,0.393607305936073,male
Rajnigandha,sanjay,5.0,56.0,62.0,0.9032258064516128,male
Ram Shastra,son,2.0,276.9,46.0,6.019565217391304,male
Ram Shastra,kavi,3.0,515.6666666666666,64.0,8.057291666666666,male
Ram Shastra,dhonga,12.0,127.33333333333331,133.0,0.9573934837092732,male
Ram Shastra,ram,5.0,0.0,105.0,0.0,male
Rangeela,actor,1.0,107.0,21.0,5.095238095238095,male
Rangeela,raj,9.0,414.5,90.0,4.605555555555555,male
Rangeela,munna,13.0,1000.5,127.0,7.877952755905512,male
Roti,ramu,1.0,314.5666666666667,33.0,9.532323232323234,male
Roti,mangal,6.0,168.66666666666666,89.0,1.895131086142322,male
Ravan Raaj: A True Story,all,2.0,0.0,17.0,0.0,male
Ravan Raaj: A True Story,arjun,9.0,2042.5,93.0,21.962365591397848,male
Roti Kapda Aur Makaan,father,2.0,24.666666666666664,11.0,2.242424242424242,male
Roti Kapda Aur Makaan,bharat,17.0,577.3333333333333,161.0,3.585921325051759,male
Roti Kapda Aur Makaan,vijay,21.0,136.0,178.0,0.7640449438202247,male
Sagina,sagina,1.0,0.0,31.0,0.0,male
Sauda (film),madan,12.0,135.0,65.0,2.076923076923077,male
Sauda (film),prakash,22.0,1512.25,137.0,11.038321167883211,male
Sauda (film),deepak,36.0,998.2329365079366,302.0,3.305407074529592,male
Sauda (film),man,1.0,78.0,14.0,5.571428571428571,male
Sauda (film),boy,1.0,66.99999999999999,22.0,3.045454545454545,male
Surakshaa,suraj,0.0,824.0,69.0,11.942028985507246,male
Surakshaa,vikram,0.0,0.0,19.0,0.0,male
Surakshaa,raja,0.0,438.0,85.0,5.152941176470589,male
Surakshaa,jagtap,0.0,270.0,28.0,9.642857142857142,male
Surakshaa,dhanraj,0.0,32.0,14.0,2.2857142857142856,male
Surakshaa,laxman,0.0,0.0,37.0,0.0,male
Surakshaa,vijay,0.0,252.5,41.0,6.158536585365853,male
Surakshaa,prince,0.0,0.0,35.0,0.0,male
Vachan,kishore,5.0,334.49999999999994,81.0,4.129629629629629,male
Vachan,man,1.0,372.0,14.0,26.571428571428573,male
Vachan,kumar,7.0,63.0,36.0,1.75,male
Takkar,de,0.0,0.0,224.0,0.0,male
Takkar,costa,0.0,1271.2,234.0,5.432478632478633,male
Takkar,ravi,0.0,1704.3333333333333,383.0,4.449956483899043,male
Takkar,inspector,0.0,128.0,96.0,1.3333333333333333,male
Takkar,man,2.0,15.5,7.0,2.2142857142857144,male
Taqdeerwala,suraj,56.0,5611.542857142858,388.0,14.46273932253314,male
Taqdeerwala,chota,6.0,0.0,80.0,0.0,male
Taqdeerwala,lord,11.0,76.5,118.0,0.6483050847457628,male
Aaja Sanam,dr.,0.0,0.0,0.0,0.0,male
Aaja Sanam,satish,5.0,53.0,43.0,1.2325581395348837,male
The Don,a,0.0,0.0,35.0,0.0,male
The Don,man,0.0,89.33333333333334,22.0,4.060606060606061,male
The Gambler,police,0.0,65.66666666666667,65.0,1.0102564102564102,male
Aakhri Daao,ravi,6.0,58.0,78.0,0.7435897435897436,male
Aakhri Daao,safecracker,3.0,0.0,22.0,0.0,male
Veergati,havaldar,1.0,0.0,23.0,0.0,male
Veergati,ekka,5.0,84.0,52.0,1.6153846153846154,male
Veergati,shlok,5.0,0.0,31.0,0.0,male
Veergati,pooja,1.0,18.0,5.0,3.6,male
Veergati,ajay,8.0,680.0,88.0,7.727272727272727,male
Veergati,hawaldar,6.0,135.0,64.0,2.109375,male
Veergati,boy,2.0,233.0,21.0,11.095238095238097,male
Yaraana,her,0.0,0.0,53.0,0.0,male
Yaraana,jb,0.0,569.5,134.0,4.25,male
Yaraana,raj,0.0,452.5,47.0,9.627659574468083,male
Zamana Deewana,suraj,3.0,213.1,54.0,3.9462962962962966,male
Zamana Deewana,son,1.0,582.8333333333334,26.0,22.416666666666668,male
Zamana Deewana,asst.,0.0,0.0,0.0,0.0,male
Anari,ramnath,5.0,135.0,48.0,2.8125,male
Anari,raj,12.0,121.76666666666668,120.0,1.0147222222222223,male
Anari,man,1.0,9.0,9.0,1.0,male
Chhoti Si Baat,shastri,1.0,188.0,17.0,11.058823529411764,male
Chhoti Si Baat,arun,16.0,4430.804304029306,199.0,22.2653482614538,male
Chhoti Si Baat,nagesh,5.0,145.4938034188034,90.0,1.6165978157644822,male
Chhoti Si Baat,man,2.0,1100.6666666666663,49.0,22.462585034013603,male
Chhoti Si Baat,singh,3.0,492.0,55.0,8.945454545454545,male
Chhoti Si Baat,colonel,2.0,0.0,57.0,0.0,male
Chupke Chupke,parimal,15.0,629.5,208.0,3.0264423076923075,male
Chupke Chupke,james,1.0,0.0,5.0,0.0,male
Chupke Chupke,pyare,6.0,489.5833333333333,117.0,4.184472934472934,male
Chupke Chupke,prof.,0.0,0.0,0.0,0.0,male
Chupke Chupke,tripathi,2.0,77.0,44.0,1.75,male
Chupke Chupke,man,0.0,14.5,5.0,2.9,male
Chupke Chupke,sukumar,5.0,0.0,93.0,0.0,male
Deewaar,anand,11.0,0.0,81.0,0.0,male
Deewaar,father,2.0,164.0,13.0,12.615384615384617,male
Deewaar,brother,5.0,756.5833333333334,46.0,16.44746376811594,male
Deewaar,vijay,45.0,6513.416666666667,334.0,19.501247504990022,male
Deewaar,samant,5.0,1564.283333333333,54.0,28.96820987654321,male
Dharam Karam,ranjit,5.0,0.0,45.0,0.0,male
Dharam Karam,shankar,15.0,445.0,160.0,2.78125,male
Dharam Karam,j.k.,0.0,0.0,0.0,0.0,male
Dharam Karam,dharam,5.0,441.5,88.0,5.017045454545454,male
Dharam Karam,ashok,4.0,136.0,41.0,3.317073170731707,male
Dharmatma,natwar,10.0,275.0,99.0,2.7777777777777777,male
Dharmatma,father,15.0,952.3333333333334,119.0,8.00280112044818,male
Dharmatma,rishi,9.0,0.0,67.0,0.0,male
Dharmatma,shakti,3.0,0.0,20.0,0.0,male
Dharmatma,dharamdas,2.0,123.0,37.0,3.324324324324324,male
Dharmatma,son,4.0,222.5,38.0,5.855263157894737,male
Dharmatma,seth,5.0,109.0,43.0,2.5348837209302326,male
Dharmatma,dharmatma,14.0,286.8333333333333,100.0,2.868333333333333,male
Dharmatma,man,1.0,79.73333333333333,11.0,7.248484848484849,male
Dharmatma,ranbir,91.0,4884.833333333334,639.0,7.644496609285342,male
Do Jasoos,rajendra,1.0,0.0,18.0,0.0,male
Players,ronnie,7.0,132.5,50.0,2.65,male
Players,victor,9.0,257.0,58.0,4.431034482758621,male
Players,bilal,4.0,0.0,64.0,0.0,male
Players,sunny,4.0,87.0,56.0,1.5535714285714286,male
Players,spider,24.0,933.0,282.0,3.3085106382978724,male
Ghost,doctor,7.0,2030.0000000000005,83.0,24.45783132530121,male
Ghost,father,5.0,18.0,57.0,0.3157894736842105,male
Ghost,vijay,12.0,210.66666666666663,98.0,2.149659863945578,male
Ek Mahal Ho Sapno Ka,vishal,4.0,346.0,47.0,7.361702127659575,male
Ek Mahal Ho Sapno Ka,aruna,9.0,157.0,57.0,2.754385964912281,male
Faraar,rajesh,12.0,74.66666666666667,116.0,0.6436781609195402,male
Agneepath,deal,0.0,178.66666666666666,33.0,5.4141414141414135,male
Agneepath,kancha,0.0,870.2523809523809,203.0,4.286957541637344,male
Agneepath,young,0.0,0.0,18.0,0.0,male
Agneepath,chauhan,0.0,1192.3190476190475,78.0,15.286141636141634,male
Agneepath,rauf,0.0,182.0,63.0,2.888888888888889,male
Agneepath,lala,0.0,774.6666666666665,100.0,7.746666666666665,male
Agneepath,man,0.0,60.0,25.0,2.4,male
Agneepath,gaitonde,0.0,0.0,26.0,0.0,male
Agneepath,he,12.0,0.0,11.0,0.0,male
Agneepath,mandwa,0.0,149.16666666666666,113.0,1.3200589970501475,male
Agneepath,vijay,22.0,552.6666666666667,356.0,1.552434456928839,male
Geet Gaata Chal,shyam,14.0,294.83333333333337,113.0,2.609144542772862,male
Gali Gali Chor Hai,actor,1.0,86.0,15.0,5.733333333333333,male
Gali Gali Chor Hai,father,1.0,299.0,24.0,12.458333333333334,male
Gali Gali Chor Hai,bharat,28.0,14614.999999999998,310.0,47.14516129032258,male
Gali Gali Chor Hai,man,1.0,235.06666666666663,27.0,8.706172839506172,male
Gali Gali Chor Hai,brother,2.0,597.5,51.0,11.715686274509803,male
Staying Alive,shaukat,2.0,0.0,18.0,0.0,male
Staying Alive,ali,2.0,186.5,23.0,8.108695652173912,male
Ek Main Aur Ekk Tu,rahul,30.0,645.5,265.0,2.4358490566037734,male
Ek Main Aur Ekk Tu,father,3.0,73.0,14.0,5.214285714285714,male
Ek Main Aur Ekk Tu,riana,56.0,2985.616666666666,291.0,10.2598510882016,male
Jai Santoshi Maa,birju,5.0,606.3333333333331,92.0,6.590579710144925,male
Ekk Deewana Tha,father,2.0,176.16666666666666,21.0,8.38888888888889,male
Ekk Deewana Tha,anay,13.0,232.16666666666663,85.0,2.731372549019608,male
Julie,shashi,8.0,128.0,70.0,1.8285714285714283,male
Jodi Breakers,marc,19.0,412.50000000000006,201.0,2.0522388059701497,male
Jodi Breakers,sid,31.0,989.5,288.0,3.4357638888888893,male
Tere Naal Love Ho Gaya,chowdhary,6.0,54.0,72.0,0.75,male
Tere Naal Love Ho Gaya,father,12.0,799.8333333333337,201.0,3.979270315091212,male
Tere Naal Love Ho Gaya,viren,41.0,1050.0000000000002,314.0,3.343949044585988,male
Tere Naal Love Ho Gaya,bhatti,9.0,162.16666666666669,65.0,2.494871794871796,male
Kala Sona,father,3.0,235.16666666666669,47.0,5.003546099290781,male
Kala Sona,shera,2.0,448.5,33.0,13.590909090909092,male
Kala Sona,man,1.0,23.0,5.0,4.6,male
Kala Sona,rakesh,14.0,311.5,131.0,2.377862595419847,male
Paan Singh Tomar,son,2.0,104.0,23.0,4.521739130434782,male
Paan Singh Tomar,pann,2.0,0.0,32.0,0.0,male
Paan Singh Tomar,paan,40.0,443.5,406.0,1.0923645320197044,male
Paan Singh Tomar,singh,19.0,1753.0,230.0,7.621739130434783,male
Paan Singh Tomar,brother,2.0,121.5,38.0,3.197368421052632,male
Khel Khel Mein,,0.0,0.0,0.0,0.0,male
Khel Khel Mein,vikram,8.0,532.6666666666666,80.0,6.658333333333333,male
Khel Khel Mein,man,3.0,214.0,21.0,10.19047619047619,male
Khel Khel Mein,ajay,14.0,673.0,158.0,4.259493670886076,male
Will You Marry Me?,aarav,4.0,263.0,58.0,4.5344827586206895,male
Will You Marry Me?,anjali,2.0,350.0,36.0,9.72222222222222,male
Will You Marry Me?,nikhil,10.0,448.1666666666666,128.0,3.501302083333333,male
Will You Marry Me?,rajveer,5.0,777.0,88.0,8.829545454545455,male
Khushboo,her,4.0,47.0,131.0,0.3587786259541984,male
Khushboo,charan,3.0,135.0,27.0,5.0,male
Khushboo,kunj,1.0,69.16666666666667,20.0,3.458333333333333,male
Khushboo,father,4.0,155.0,34.0,4.5588235294117645,male
Kahaani,damji,12.0,603.0,158.0,3.816455696202532,male
Kahaani,k.,0.0,0.0,0.0,0.0,male
Kahaani,bhaskaran,6.0,6.0,43.0,0.1395348837209302,male
Kahaani,ndc,5.0,216.0,63.0,3.4285714285714284,male
Kahaani,boy,1.0,45.0,10.0,4.5,male
Kahaani,bob,4.0,225.0,55.0,4.090909090909091,male
Kahaani,bajpayee,1.0,173.0,16.0,10.8125,male
Kahaani,sridhar,7.0,192.5,70.0,2.75,male
Kahaani,rana,7.0,102.0,93.0,1.096774193548387,male
Kahaani,khan,6.0,119.5,52.0,2.298076923076923,male
Mausam,man,1.0,93.0,15.0,6.2,male
Mausam,amarnath,4.0,188.0,85.0,2.211764705882353,male
Say Yes to Love,boy,1.0,221.5,18.0,12.305555555555555,male
Say Yes to Love,vijay,5.0,15.0,46.0,0.3260869565217391,male
Zindagi Tere Naam,siddharth,4.0,197.0,39.0,5.051282051282051,male
Zindagi Tere Naam,dejected,1.0,0.0,7.0,0.0,male
Zindagi Tere Naam,father,1.0,34.0,11.0,3.090909090909091,male
Zindagi Tere Naam,mr.,0.0,0.0,0.0,0.0,male
Zindagi Tere Naam,man,2.0,47.0,14.0,3.357142857142857,male
Agent Vinod,agent,0.0,563.0,116.0,4.853448275862069,male
Agent Vinod,bomb,0.0,219.5,69.0,3.181159420289855,male
Agent Vinod,man,0.0,266.0,57.0,4.666666666666667,male
Agent Vinod,david,0.0,0.0,33.0,0.0,male
Agent Vinod,colonel,0.0,352.0,156.0,2.2564102564102564,male
Agent Vinod,nawaz,0.0,6.0,24.0,0.25,male
Agent Vinod,nazer,0.0,436.0,43.0,10.13953488372093,male
Agent Vinod,rajan,0.0,113.0,23.0,4.913043478260869,male
Agent Vinod,metla,0.0,658.6666666666667,93.0,7.082437275985664,male
Agent Vinod,isi,0.0,55.5,36.0,1.5416666666666667,male
Mere Sajna,ratan,10.0,35.0,94.0,0.3723404255319149,male
Mere Sajna,father,1.0,43.83333333333333,18.0,2.435185185185185,male
Blood Money,zaveri,4.0,99.0,20.0,4.95,male
Blood Money,zakaria,12.0,4228.974999999999,178.0,23.75828651685393,male
Blood Money,kunal,41.0,1049.4333333333334,444.0,2.363588588588589,male
Blood Money,shawn,5.0,202.66666666666663,55.0,3.6848484848484846,male
Blood Money,man,1.0,94.0,6.0,15.666666666666666,male
Blood Money,rosa,6.0,78.0,66.0,1.181818181818182,male
Blood Money,dharmesh,3.0,23.0,17.0,1.3529411764705883,male
Bumboo,dr.,0.0,0.0,0.0,0.0,male
Bumboo,mangal,21.0,1757.1166666666668,210.0,8.367222222222223,male
Bumboo,manu,6.0,0.0,119.0,0.0,male
Bumboo,suresh,1.0,0.0,27.0,0.0,male
Bumboo,bellboy,1.0,0.0,25.0,0.0,male
Bumboo,vincent,4.0,89.0,42.0,2.119047619047619,male
Bumboo,singh,5.0,482.0,97.0,4.969072164948454,male
Bumboo,gupta,6.0,738.1666666666666,122.0,6.050546448087432,male
Bumboo,sudhakar,19.0,1066.333333333333,225.0,4.739259259259258,male
Bumboo,professional,2.0,0.0,29.0,0.0,male
Mili,shekhar,10.0,125.0,68.0,1.838235294117647,male
Housefull 2,jay,4.0,17.0,48.0,0.3541666666666667,male
Housefull 2,max,20.0,580.4666666666667,218.0,2.662691131498471,male
Housefull 2,babani,8.0,127.0,71.0,1.7887323943661972,male
Housefull 2,father,5.0,275.5666666666667,59.0,4.670621468926554,male
Housefull 2,son,7.0,158.0,59.0,2.6779661016949152,male
Housefull 2,jai,10.0,670.3333333333334,105.0,6.3841269841269845,male
Housefull 2,pasta,2.0,168.0,22.0,7.636363636363637,male
Housefull 2,aakhri,4.0,109.0,51.0,2.1372549019607843,male
Housefull 2,sunny,25.0,854.8999999999997,229.0,3.733187772925763,male
Housefull 2,jolly,16.0,262.33333333333326,186.0,1.4103942652329744,male
Nishant,prasad,2.0,0.0,15.0,0.0,male
Nishant,vishwam,11.0,940.0,86.0,10.930232558139537,male
Nishant,zamindar,2.0,69.26666666666665,35.0,1.9790476190476187,male
Ponga Pandit,shambhu,3.0,48.0,47.0,1.0212765957446808,male
Ponga Pandit,neelkanth,3.0,0.0,31.0,0.0,male
Vicky Donor,dr.,0.0,0.0,0.0,0.0,male
Vicky Donor,chaddha,17.0,406.1666666666667,181.0,2.244014732965009,male
Vicky Donor,father,3.0,538.0,43.0,12.511627906976743,male
Vicky Donor,vicky,54.0,2943.666666666666,496.0,5.934811827956988,male
Prem Kahani,shashi,13.0,32.0,78.0,0.4102564102564102,male
Prem Kahani,rajesh,8.0,374.0,81.0,4.617283950617284,male
Hate Story,siddharth,44.0,6134.966666666668,406.0,15.110755336617409,male
Hate Story,rajdev,7.0,483.3333333333333,93.0,5.197132616487455,male
Hate Story,cabinet,1.0,0.0,11.0,0.0,male
Hate Story,vicky,8.0,84.0,81.0,1.037037037037037,male
Tezz,khanna,5.0,498.5,150.0,3.3233333333333333,male
Tezz,aadil,3.0,0.0,24.0,0.0,male
Tezz,son,3.0,71.33333333333331,31.0,2.301075268817204,male
Tezz,aakash,40.0,882.0,322.0,2.739130434782609,male
Tezz,khan,5.0,50.0,41.0,1.2195121951219512,male
Tezz,raina,6.0,847.0,134.0,6.32089552238806,male
Jannat 2,sonu,26.0,688.5666666666667,244.0,2.821994535519126,male
Jannat 2,pratap,9.0,174.0,98.0,1.7755102040816326,male
Raftaar,vikram,16.0,162.0,161.0,1.0062111801242235,male
Raftaar,kumar,10.0,190.0,100.0,1.9,male
Fatso!,navin,15.0,869.9500000000002,150.0,5.799666666666668,male
Fatso!,sudeep,5.0,526.5547619047619,64.0,8.227418154761905,male
Fatso!,vijay,3.0,0.0,70.0,0.0,male
Dangerous Ishq,rohan,11.0,173.30238095238096,87.0,1.9919813902572523,male
Dangerous Ishq,durgam,5.0,0.0,50.0,0.0,male
Dangerous Ishq,iqbal,3.0,60.0,40.0,1.5,male
Dangerous Ishq,rashid,4.0,60.0,33.0,1.818181818181818,male
Dangerous Ishq,aarif,2.0,179.0,26.0,6.884615384615385,male
Dangerous Ishq,sah,5.0,155.0,52.0,2.980769230769231,male
Dangerous Ishq,man,1.0,18.0,5.0,3.6,male
Ishaqzaade,chauhan,2.0,2.0,21.0,0.0952380952380952,male
Ishaqzaade,son,2.0,252.66666666666669,27.0,9.358024691358024,male
Ishaqzaade,father,4.0,203.06666666666663,44.0,4.615151515151515,male
Ishaqzaade,parma,30.0,3159.833333333333,419.0,7.541368337311058,male
Department,sarjerao,3.0,0.0,37.0,0.0,male
Department,d.k.,0.0,0.0,0.0,0.0,male
Department,shiv,8.0,0.0,120.0,0.0,male
Department,sawatya,4.0,692.0,48.0,14.416666666666666,male
Department,mahadev,8.0,430.7499999999999,156.0,2.761217948717948,male
Saazish,jaideep,9.0,510.6666666666666,69.0,7.400966183574878,male
Arjun: The Warrior Prince,arjuna,25.0,0.0,52.0,0.0,male
Salaakhen,chander,4.0,1588.5,31.0,51.24193548387097,male
Salaakhen,raju,4.0,139.0,59.0,2.3559322033898304,male
Yeh Khula Aasmaan,boy,1.0,126.0,16.0,7.875,male
Yeh Khula Aasmaan,avinash,8.0,252.33333333333331,62.0,4.06989247311828,male
Sankalp,harkishanlal,1.0,73.66666666666666,14.0,5.261904761904761,male
Sankalp,god,12.0,68.0,127.0,0.5354330708661418,male
Rowdy Rathore,baapji,6.0,209.0,73.0,2.863013698630137,male
Rowdy Rathore,vishal,9.0,219.0,64.0,3.421875,male
Rowdy Rathore,shiva,23.0,312.6666666666667,253.0,1.235836627140975,male
Rowdy Rathore,sharma,2.0,100.33333333333331,20.0,5.016666666666667,male
Rowdy Rathore,rathore,26.0,390.0000000000001,255.0,1.5294117647058827,male
Rowdy Rathore,munna,6.0,55.0,60.0,0.9166666666666666,male
Sanyasi,rakesh,0.0,0.0,0.0,0.0,male
Ferrari Ki Sawaari,son,2.0,248.66666666666663,49.0,5.074829931972789,male
Ferrari Ki Sawaari,father,1.0,30.0,10.0,3.0,male
Ferrari Ki Sawaari,man,1.0,240.0,18.0,13.333333333333334,male
Ferrari Ki Sawaari,rusy,3.0,402.00000000000006,39.0,10.307692307692308,male
Ferrari Ki Sawaari,boy,2.0,48.0,14.0,3.4285714285714284,male
Ferrari Ki Sawaari,kayo,9.0,183.8333333333333,104.0,1.7676282051282048,male
Teri Meri Kahaani,father,4.0,655.0,35.0,18.714285714285715,male
Teri Meri Kahaani,govind,7.0,255.0,75.0,3.4,male
Teri Meri Kahaani,raj,1.0,6.5,4.0,1.625,male
Teri Meri Kahaani,javed,20.0,1403.3333333333337,181.0,7.753222836095765,male
Teri Meri Kahaani,krish,13.0,446.0,103.0,4.330097087378641,male
Sholay,thakur,12.0,237.0,145.0,1.6344827586206896,male
Sholay,gabbar,20.0,149.0,137.0,1.0875912408759123,male
Sholay,jai,17.0,872.5,155.0,5.629032258064516,male
Sholay,veeru,14.0,708.1666666666667,146.0,4.850456621004566,male
Sholay,singh,2.0,352.0,29.0,12.137931034482758,male
Maximum,pathak,1.0,2.0,3.0,0.6666666666666666,male
Maximum,pundit,30.0,250.5,184.0,1.361413043478261,male
Maximum,tiwari,14.0,3.0,90.0,0.0333333333333333,male
Maximum,inamdar,11.0,116.0,45.0,2.577777777777778,male
Bol Bachchan,shastri,3.0,26.5,40.0,0.6625,male
Bol Bachchan,ravi,4.0,305.5,69.0,4.427536231884058,male
Bol Bachchan,man,2.0,145.5,24.0,6.0625,male
Bol Bachchan,prithviraj,10.0,40.0,118.0,0.3389830508474576,male
Toofan Aur Bijlee,azad,4.0,3.0,35.0,0.0857142857142857,male
Toofan Aur Bijlee,man,2.0,148.0,19.0,7.7894736842105265,male
Cocktail,randhir,2.0,0.0,14.0,0.0,male
Cocktail,father,1.0,104.0,25.0,4.16,male
Cocktail,man,2.0,703.5,27.0,26.05555555555556,male
Mere Dost Picture Abhi Baki Hai,amar,15.0,366.5,164.0,2.234756097560976,male
Mere Dost Picture Abhi Baki Hai,actor,1.0,37.0,10.0,3.7,male
Mere Dost Picture Abhi Baki Hai,monty,4.0,0.0,45.0,0.0,male
Mere Dost Picture Abhi Baki Hai,mr.,0.0,0.0,0.0,0.0,male
Mere Dost Picture Abhi Baki Hai,man,1.0,84.5,14.0,6.035714285714286,male
Mere Dost Picture Abhi Baki Hai,picture,7.0,0.0,86.0,0.0,male
Mere Dost Picture Abhi Baki Hai,tina,1.0,0.0,8.0,0.0,male
Warrant,arun,6.0,46.66666666666666,80.0,0.5833333333333333,male
Warrant,dinesh,5.0,0.0,71.0,0.0,male
Kyaa Super Kool Hai Hum,baba,3.0,314.0,54.0,5.814814814814815,male
Kyaa Super Kool Hai Hum,adi,11.0,1448.7428571428568,207.0,6.998757763975154,male
Kyaa Super Kool Hai Hum,marlo,13.0,490.5,99.0,4.954545454545454,male
Kyaa Super Kool Hai Hum,sid,15.0,1592.9999999999998,171.0,9.315789473684209,male
Zakhmee,anand,10.0,0.0,69.0,0.0,male
Zameer,maan,3.0,0.0,16.0,0.0,male
Zameer,badal,4.0,171.5,81.0,2.117283950617284,male
Zameer,son,4.0,135.33333333333331,21.0,6.444444444444444,male
Zameer,maharaj,7.0,908.8333333333334,130.0,6.991025641025641,male
Zameer,man,1.0,71.0,19.0,3.736842105263158,male
Zameer,brother,1.0,402.0,18.0,22.33333333333333,male
Zameer,ram,3.0,0.0,24.0,0.0,male
Jism 2,guru,6.0,4.0,91.0,0.0439560439560439,male
Jism 2,aayan,49.0,656.6,332.0,1.977710843373494,male
Jism 2,kabir,55.0,1145.716666666667,504.0,2.273247354497355,male
Jism 2,saldanah,8.0,575.5,109.0,5.279816513761468,male
Jism 2,sumit,10.0,305.16666666666663,124.0,2.461021505376344,male
Zinda Dil,heartbroken,3.0,0.0,21.0,0.0,male
Zinda Dil,father,5.0,261.8333333333333,66.0,3.9671717171717167,male
Zinda Dil,arun,15.0,240.3333333333333,138.0,1.7415458937198067,male
Gangs of Wasseypur  Part 2,faizal,73.0,2005.5,578.0,3.4697231833910034,male
Gangs of Wasseypur  Part 2,danish,8.0,664.4166666666667,110.0,6.040151515151516,male
Gangs of Wasseypur  Part 2,fazlu,4.0,0.0,68.0,0.0,male
Gangs of Wasseypur  Part 2,definite,30.0,563.0,258.0,2.182170542635659,male
Gangs of Wasseypur  Part 2,father,5.0,208.0,52.0,4.0,male
Gangs of Wasseypur  Part 2,asgar,6.0,0.0,80.0,0.0,male
Gangs of Wasseypur  Part 2,j.p.,0.0,0.0,0.0,0.0,male
Gangs of Wasseypur  Part 2,nasir,2.0,0.0,33.0,0.0,male
Gangs of Wasseypur  Part 2,shamshad,16.0,329.0,161.0,2.0434782608695654,male
Gangs of Wasseypur  Part 2,son,3.0,56.0,18.0,3.111111111111111,male
Gangs of Wasseypur  Part 2,sultan,19.0,313.5,172.0,1.822674418604651,male
Gangs of Wasseypur  Part 2,ramadhir,18.0,393.0,177.0,2.2203389830508478,male
Gangs of Wasseypur  Part 2,khalid,2.0,24.0,14.0,1.7142857142857142,male
Paanch Ghantey Mien Paanch Crore,vikram,5.0,475.0,72.0,6.597222222222221,male
Ek Tha Tiger,gopi,6.0,1982.295238095238,77.0,25.74409400123686,male
Ek Tha Tiger,tiger,23.0,895.2166666666667,331.0,2.704582074521652,male
Ek Tha Tiger,shenoy,3.0,73.0,31.0,2.3548387096774195,male
Shirin Farhad Ki Toh Nikal Padi,father,1.0,68.0,9.0,7.555555555555555,male
Shirin Farhad Ki Toh Nikal Padi,farhad,14.0,308.0,84.0,3.6666666666666665,male
Joker,father,2.0,11.0,7.0,1.5714285714285714,male
Joker,agastya,19.0,163.0,219.0,0.7442922374429224,male
Joker,man,2.0,1103.3833333333334,35.0,31.525238095238095,male
Jalpari: The Desert Mermaid,father,2.0,302.2,24.0,12.591666666666669,male
Raaz 3,god,6.0,150.0,43.0,3.488372093023256,male
Raaz 3,aditya,13.0,862.3333333333334,173.0,4.984585741811175,male
Adalat,dharma,8.0,232.0,114.0,2.0350877192982457,male
Adalat,father,1.0,63.0,8.0,7.875,male
Adalat,suresh,3.0,0.0,24.0,0.0,male
Adalat,raju,4.0,54.0,46.0,1.173913043478261,male
Chal Pichchur Banate Hain,man,1.0,148.0,22.0,6.727272727272728,male
Chal Pichchur Banate Hain,boy,1.0,30.0,11.0,2.727272727272727,male
Ali Baba,father,2.0,111.0,20.0,5.55,male
Ali Baba,son,2.0,131.5,16.0,8.21875,male
Ali Baba,man,2.0,175.83333333333334,35.0,5.023809523809524,male
Ali Baba,brother,4.0,191.3333333333333,75.0,2.5511111111111107,male
Ali Baba,cassim,10.0,482.5,130.0,3.7115384615384617,male
Barfi!,barfi,49.0,2878.666666666667,424.0,6.789308176100629,male
Barfi!,father,4.0,154.66666666666666,48.0,3.222222222222222,male
Barfi!,dutta,2.0,373.7380952380952,36.0,10.381613756613756,male
Barfi!,man,1.0,153.0,19.0,8.052631578947368,male
Bairaag,son,2.0,210.7333333333333,23.0,9.16231884057971,male
Bairaag,kunwal,3.0,210.5,24.0,8.770833333333334,male
Bairaag,sanjay,8.0,430.1666666666667,78.0,5.514957264957265,male
